TimeStamp;UserId;NameVideo;TypeVideo;Value
0.212714;8;vid1.ogg;valence;0
0.712171;8;vid1.ogg;valence;0
0.962307;8;vid1.ogg;valence;0
1.21308;8;vid1.ogg;valence;0
1.712567;8;vid1.ogg;valence;0
2.212838;8;vid1.ogg;valence;0.3
2.463102;8;vid1.ogg;valence;0.34
2.962339;8;vid1.ogg;valence;0.67
3.461873;8;vid1.ogg;valence;1
3.712362;8;vid1.ogg;valence;1
3.962815;8;vid1.ogg;valence;1
4.462272;8;vid1.ogg;valence;1
4.712569;8;vid1.ogg;valence;1
5.212406;8;vid1.ogg;valence;0.94
5.712339;8;vid1.ogg;valence;0.65
5.962756;8;vid1.ogg;valence;0.43
6.213041;8;vid1.ogg;valence;0.37
6.71223;8;vid1.ogg;valence;0.69
6.962259;8;vid1.ogg;valence;1
7.212557;8;vid1.ogg;valence;1
7.712098;8;vid1.ogg;valence;-0.61
7.96224;8;vid1.ogg;valence;-0.92
8.462576;8;vid1.ogg;valence;-0.08
8.962436;8;vid1.ogg;valence;0.04
9.462967;8;vid1.ogg;valence;0.04
9.962601;8;vid1.ogg;valence;0.04
10.462397;8;vid1.ogg;valence;0.04
10.963077;8;vid1.ogg;valence;0.04
11.213225;8;vid1.ogg;valence;0.04
38.023583;8;vid1.ogg;valence;0.04
38.023583;8;vid1.ogg;valence;0.04
38.023583;8;vid1.ogg;valence;0.04
38.27368;8;vid1.ogg;valence;0.04
38.773488;8;vid1.ogg;valence;0.04
39.023732;8;vid1.ogg;valence;0.04
39.386531;8;vid1.ogg;valence;0.04
39.386531;8;vid1.ogg;valence;0.04
