TimeStamp;UserId;NameVideo;TypeVideo;Value
0.19671;1;vid1.ogg;valence;0
0.695193;1;vid1.ogg;valence;0
0.945155;1;vid1.ogg;valence;-0.32804232804233
1.195199;1;vid1.ogg;valence;0.29365079365079
1.445258;1;vid1.ogg;valence;0.33068783068783
1.945375;1;vid1.ogg;valence;-0.21693121693122
2.196945;1;vid1.ogg;valence;0.15608465608466
2.695396;1;vid1.ogg;valence;0.38624338624339
37.960737;1;vid1.ogg;valence;0.38624338624339
37.960737;1;vid1.ogg;valence;0.3994708994709
37.960737;1;vid1.ogg;valence;0.3994708994709
38.322985;1;vid1.ogg;valence;-0.39153439153439
38.573462;1;vid1.ogg;valence;0.18783068783069
39.073247;1;vid1.ogg;valence;-0.52116402116402
39.323713;1;vid1.ogg;valence;0.56349206349206
39.386531;1;vid1.ogg;valence;0.5
