TimeStamp;UserId;NameVideo;TypeVideo;Value
0.180807;2;vid2.ogg;valence;0
0.431615;2;vid2.ogg;valence;0
0.932789;2;vid2.ogg;valence;0
1.435379;2;vid2.ogg;valence;0.24867724867725
1.936357;2;vid2.ogg;valence;-0.21428571428571
2.428691;2;vid2.ogg;valence;0.43650793650794
2.679357;2;vid2.ogg;valence;0.37566137566138
2.930575;2;vid2.ogg;valence;0.38359788359788
19.050031;2;vid2.ogg;valence;0.38095238095238
19.050031;2;vid2.ogg;valence;0.38095238095238
19.050031;2;vid2.ogg;valence;0.38095238095238
19.255346;2;vid2.ogg;valence;-0.26455026455026
19.507822;2;vid2.ogg;valence;-0.42063492063492
19.861333;2;vid2.ogg;valence;0.11904761904762
19.861333;2;vid2.ogg;valence;0.11904761904762
