TimeStamp;UserId;NameVideo;TypeVideo;Value
0.181622;2;vid1.ogg;valence;0
0.431374;2;vid1.ogg;valence;0
0.68154;2;vid1.ogg;valence;0
0.932414;2;vid1.ogg;valence;0
1.432239;2;vid1.ogg;valence;0
1.682399;2;vid1.ogg;valence;0
2.181666;2;vid1.ogg;valence;0.11111111111111
2.431265;2;vid1.ogg;valence;-0.12698412698413
2.682043;2;vid1.ogg;valence;-0.10582010582011
3.181451;2;vid1.ogg;valence;0.66137566137566
3.682236;2;vid1.ogg;valence;-0.58994708994709
4.182241;2;vid1.ogg;valence;0.28042328042328
4.681271;2;vid1.ogg;valence;-0.27777777777778
4.931349;2;vid1.ogg;valence;-0.03968253968254
5.181355;2;vid1.ogg;valence;0.3015873015873
5.432053;2;vid1.ogg;valence;0.010582010582011
5.931896;2;vid1.ogg;valence;-0.25661375661376
6.181621;2;vid1.ogg;valence;-0.27513227513228
6.431593;2;vid1.ogg;valence;-0.026455026455027
6.931333;2;vid1.ogg;valence;0.0052910052910053
7.181886;2;vid1.ogg;valence;-0.060846560846561
7.681886;2;vid1.ogg;valence;0.31481481481481
37.320074;2;vid1.ogg;valence;0.36772486772487
37.320074;2;vid1.ogg;valence;0.26984126984127
37.320074;2;vid1.ogg;valence;0.26984126984127
37.539466;2;vid1.ogg;valence;-0.068783068783069
37.789535;2;vid1.ogg;valence;0.026455026455027
38.289472;2;vid1.ogg;valence;-0.047619047619048
38.539769;2;vid1.ogg;valence;-0.25661375661376
39.040475;2;vid1.ogg;valence;0.56084656084656
39.386531;2;vid1.ogg;valence;0.13227513227513
39.386531;2;vid1.ogg;valence;0.13227513227513
